jan,feb,mar,apr,may,jun,jul,aug,sep,oct,nov,dec,leap-feb,thanksgiving-nov,thanksgiving-dec,gulf-war,9/2001,iraq-war,sars-outbreak,great-recession,months-since-9/11,months-since-covid-19,date
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,226,4,7/2020
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,227,5,8/2020
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,228,6,9/2020
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,229,8,10/2020
