jan,feb,mar,apr,may,jun,jul,aug,sep,oct,nov,dec,leap-feb,thanksgiving-nov,thanksgiving-dec,gulf-war,9/2001,iraq-war,sars-outbreak,great-recession,months-since-9/11,months-since-covid-19,date
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,134,0,11/2012
0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,135,0,12/2012
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,0,1/2013
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,0,2/2013
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,0,3/2013
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,0,4/2013
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,0,5/2013
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,0,6/2013
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,142,0,7/2013
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,143,0,8/2013
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,144,0,9/2013
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,145,0,10/2013
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,146,0,11/2013
0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,147,0,12/2013
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,0,1/2014
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,0,2/2014
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,0,3/2014
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,0,4/2014
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,0,5/2014
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,0,6/2014
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,154,0,7/2014
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,155,0,8/2014
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,156,0,9/2014
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,157,0,10/2014
0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,158,0,11/2014
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,159,0,12/2014
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,0,1/2015
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161,0,2/2015
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162,0,3/2015
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163,0,4/2015
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164,0,5/2015
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,0,6/2015
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,166,0,7/2015
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,167,0,8/2015
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,168,0,9/2015
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,169,0,10/2015
0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,170,0,11/2015
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,171,0,12/2015
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172,0,1/2016
0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,173,0,2/2016
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174,0,3/2016
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175,0,4/2016
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176,0,5/2016
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177,0,6/2016
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,178,0,7/2016
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,179,0,8/2016
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,180,0,9/2016
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,181,0,10/2016
0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,182,0,11/2016
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,183,0,12/2016
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184,0,1/2017
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185,0,2/2017
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186,0,3/2017
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187,0,4/2017
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188,0,5/2017
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189,0,6/2017
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,190,0,7/2017
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,191,0,8/2017
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,192,0,9/2017
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,193,0,10/2017
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,194,0,11/2017
0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,195,0,12/2017
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196,0,1/2018
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197,0,2/2018
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198,0,3/2018
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199,0,4/2018
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,5/2018
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201,0,6/2018
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,202,0,7/2018
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,203,0,8/2018
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,204,0,9/2018
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,205,0,10/2018
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,206,0,11/2018
0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,207,0,12/2018
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208,0,1/2019
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,209,0,2/2019
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210,0,3/2019
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211,0,4/2019
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212,0,5/2019
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213,0,6/2019
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,214,0,7/2019
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,215,0,8/2019
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,216,0,9/2019
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,217,0,10/2019
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,218,0,11/2019
0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,219,0,12/2019
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,0,1/2020
0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,221,0,2/2020
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222,0,3/2020
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,223,1,4/2020
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,2,5/2020
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225,3,6/2020
