"PASSENGERS","DISTANCE","AIRLINE_ID","YEAR","MONTH",
0.00,76.00,20046,1992,1,
0.00,58.00,20237,1992,1,
0.00,1039.00,19977,1992,1,
0.00,239.00,19991,1992,1,
0.00,69.00,19991,1992,1,
0.00,69.00,20046,1992,1,
0.00,112.00,19991,1992,1,
0.00,288.00,19704,1992,1,
0.00,2008.00,19704,1992,1,
0.00,1737.00,19991,1992,1,
0.00,317.00,19704,1992,1,
0.00,607.00,19977,1992,1,
0.00,429.00,19704,1992,1,
0.00,112.00,19704,1992,1,
0.00,1168.00,19991,1992,1,
0.00,709.00,19790,1992,1,
0.00,399.00,19977,1992,1,
0.00,806.00,19805,1992,1,
0.00,1671.00,19704,1992,1,
0.00,700.00,19790,1992,1,
0.00,700.00,19704,1992,1,
0.00,276.00,20046,1992,1,
0.00,86.00,20046,1992,1,
0.00,1778.00,19977,1992,1,
0.00,67.00,19991,1992,1,
0.00,984.00,19977,1992,1,
0.00,1679.00,19977,1992,1,
0.00,458.00,19977,1992,1,
0.00,1083.00,19704,1992,1,
0.00,735.00,19393,1992,1,
0.00,175.00,19393,1992,1,
0.00,753.00,19393,1992,1,
0.00,857.00,19393,1992,1,
0.00,601.00,19393,1992,1,
0.00,135.00,19393,1992,1,
0.00,861.00,19393,1992,1,
0.00,588.00,19393,1992,1,
0.00,116.00,19704,1992,1,
0.00,64.00,19977,1992,1,
0.00,608.00,19790,1992,1,
0.00,587.00,19393,1992,1,
0.00,1243.00,19393,1992,1,
0.00,982.00,19393,1992,1,
0.00,756.00,19393,1992,1,
0.00,1067.00,19393,1992,1,
0.00,1246.00,19393,1992,1,
0.00,460.00,19393,1992,1,
0.00,793.00,19393,1992,1,
0.00,1200.00,19393,1992,1,
0.00,879.00,19393,1992,1,
0.00,1356.00,19393,1992,1,
0.00,1182.00,19393,1992,1,
0.00,1476.00,19393,1992,1,
0.00,546.00,19393,1992,1,
0.00,293.00,20355,1992,1,
0.00,310.00,19991,1992,1,
0.00,1487.00,19991,1992,1,
0.00,684.00,19977,1992,1,
0.00,1091.00,19704,1992,1,
0.00,642.00,19704,1992,1,
0.00,1081.00,19704,1992,1,
0.00,0.00,19977,1992,1,
0.00,109.00,19991,1992,1,
0.00,133.00,19704,1992,1,
0.00,1638.00,19977,1992,1,
0.00,908.00,19977,1992,1,
0.00,693.00,19991,1992,1,
0.00,985.00,19991,1992,1,
0.00,841.00,19977,1992,1,
