rpms
24518319562.14248
24169497038.153545
28493656606.100685
28774310989.325665
26534877602.920055
29543898560.05174
29001049875.567497
32722896198.770065
25677473027.736984
27334789721.815445
26297433312.65877
26952817170.23029
25065258929.463417
23171506286.767387
26579773218.54714
28528419980.326847
26502241298.856
29249876750.867905
29010016686.310738
33740200407.576206
25985849376.278248
27938818208.766582
24791357251.014538
28506219481.56908
24620389210.380283
23748167320.09593
28747875455.66431
29112663742.8161
27105630815.628704
29935139363.46099
30040089684.56304
34227161491.104645
26469418186.23479
28436794628.693386
26115838412.51205
27140080011.826927
24797415792.174862
24255484167.880272
29576553969.53641
30285511549.34447
27917532647.37395
30837535081.374233
30903816031.146057
34836282634.06266
26873474481.229496
29623183932.79068
26756411323.455822
27913582070.955116
25622502486.970837
24584746986.80571
31658219038.130085
32383010765.98119
29530471695.00652
32565178828.74644
32540511607.90448
36090538637.84305
28084318723.717445
31322040056.94104
28058681372.073006
29375119151.490467
27609962972.14766
26054539731.872417
33791487847.812164
34622004727.71259
31496557460.161163
34524308097.971725
34001849142.9356
37402690434.5686
29267891039.685883
32819108974.17629
28562270540.012383
33158990161.31614
28777215013.259556
27937313126.18681
35407534710.531876
36245050542.85192
33324636280.896107
36229897821.47758
35692835956.61598
38505935070.96218
30553203966.092598
34343330939.758312
30295079119.42491
34608919637.41398
30661850124.671917
29455130530.21288
37443762843.247635
38469312102.46256
35232711620.58187
38307051887.98096
37453994857.400665
40109126108.430695
32228997724.732887
36209497477.9069
32876639641.305206
34336790517.433517
32541131472.662296
31351182191.85657
39800976902.112335
40815912038.76188
37472718169.60601
40683439297.84778
39672741318.92633
42457555919.46028
33928911015.490765
38354772983.03494
35020700890.811775
36304307066.309975
34333580806.769745
33016898902.53328
42888374663.091354
43663103714.7881
39910803351.120926
43457495423.74944
42282889918.52425
44828373037.80479
35638398244.80262
40709409932.940765
37344389182.14143
38450007136.34064
36479257525.73077
35816371606.33003
47052986986.2846
46705365980.97007
42954585559.65425
46210098285.121956
44769358516.341225
47315287428.76951
37694638244.203156
42728190570.983536
38554004309.23631
41327601905.04316
37916583792.694466
35862475109.10506
47842011138.25241
47193067930.25357
43352581190.664116
46806446392.98478
45329707766.111275
48018812700.648605
26101984859.739704
33415004920.417828
32760011662.556717
34652921543.92106
32127987365.92711
31680602099.795975
42236854346.133644
41169714709.058495
39800157491.85029
43838054174.20889
43462636904.72012
45623723206.82157
35863332730.208336
41502242432.08504
36754116598.03504
40040618315.74465
36632032960.28794
34059604829.462906
42230099518.53303
40191937492.68586
40838205941.79822
44779144737.34651
47475862120.58774
47149023567.25623
36908437448.83774
42257258935.35335
38319691185.13182
40148776224.68597
37097653288.98641
36091706191.32524
46277255961.41768
46227666780.79218
43459660704.752785
46944145527.850075
45911866914.92869
48299454346.926506
38363493546.13467
43838253719.71312
39608474929.61742
41710882116.52837
38604298267.60015
36451342383.38379
48059286472.81494
47982792614.3107
45150116812.3049
48847801146.89961
48008016015.17509
50286324686.888695
40593427292.84425
45510916312.19662
41242884224.37525
43503153133.376724
40560905621.3039
38163672074.71866
50784606793.54538
50139276632.8678
47387752166.34793
51156105328.98301
50069087563.1674
52269531031.7413
42532321798.81088
47262178605.10133
43307360782.886536
45216068724.2772
42369781371.493546
39353417564.37113
52792268076.78864
51587042950.78681
49151492421.74052
53085421650.74663
51739313153.10988
53528697128.620445
43938680301.7778
48880768611.587715
44642154625.86858
46581719944.38134
42911207763.55402
42726560241.75749
51493040035.69871
48651363457.757454
50022393915.177734
53491059450.00357
54582993677.39147
53502348630.76412
41097589623.40216
45109214229.58692
40124291566.75213
43456319378.9692
40670651402.980995
37243037048.58905
47784075011.641495
46483059552.31154
46296064186.603546
49068642826.64412
49361575626.852745
49508016553.0629
42184068191.79145
45475804794.75031
40532739985.66438
41958717632.78117
39492895626.17839
35783157893.99841
47245353098.01068
46210565306.51483
45964636086.674774
49145612197.839294
49087578421.30077
49463161271.10156
41887089288.060905
45544898487.00197
41007709233.51845
42476712287.866295
39852544555.18402
36445895215.683235
47995414928.86546
46907038555.36148
46508248987.98372
50411533122.319046
50181457155.94265
50501171510.20826
43123180282.48289
46666386677.26093
41761452042.07891
43771826295.0499
41458928320.7202
38716740036.40885
49622895324.41261
48159148383.55914
48074163227.002594
51779536431.98367
51518339858.24557
51839548680.96838
43557735197.25697
47785314741.15713
42047010149.9291
45088283179.88797
43201610156.943054
39138591969.296684
50908579745.109116
49774333379.52655
49694222228.052025
53580511029.33564
52855451825.595894
53329482785.015175
44951925670.11494
49452712728.8482
44250501994.50379
46508716009.3766
44233867541.619316
40304298594.16306
52470469108.85119
51749787169.2574
51180046543.8415
55217106833.34195
54477200594.95773
55232026044.01986
46294790491.895706
51379502889.44125
45804753435.64781
48603132884.82033
