rpms
26145241654.84269
25364761871.540016
28477622912.55341
27303119302.90484
27856900533.631428
30361374928.96833
35821916423.95819
32463340568.380566
25565931336.521828
29182523774.716976
25660643274.997307
26703642151.709736
25257724813.941612
25192091325.646275
27620417882.874565
27476753611.127518
27796845828.156456
30728466480.716812
35931742872.96678
32106194449.475853
26503192324.237858
30239909033.154533
25747738519.119858
29035789898.724014
26002672760.54439
26140161735.782894
29052526247.18512
27951886316.46909
28358264981.4811
31600955846.889812
37023545485.23487
33008112531.87365
27258862657.456192
30923082786.42675
25222369171.676304
29260028097.689445
26001925526.31579
25655775638.388817
29811883926.582672
28611490349.172604
29150749337.405228
31958999920.563557
37907396208.20186
33695056421.481094
27654926518.159157
32033286041.574196
25377405414.33991
30381420760.84532
26230201337.50509
26550541925.002056
31645560635.5586
29905973877.475815
30569106044.520065
33325500270.47293
39823228348.65842
35281148107.496765
29040324251.88395
33410065107.775894
26049939571.15258
32096645984.81603
27334405490.578575
27639983956.411606
33537969530.337852
31494653286.572933
32257063587.62029
34965968106.39109
41541977461.32083
36701343180.63993
30315088863.285183
34695885389.241234
28483040360.710785
33989029405.701126
28368853630.152332
31064713392.29027
35139513255.98422
32656271351.42712
33969127925.89102
36430920811.567986
43482663631.1765
37869164138.72133
31392575147.037075
36067603641.80376
30124179009.175076
35563441311.24584
30073222729.563156
30668365073.102554
37305061735.21216
34822365396.554924
35726491216.44632
38623488601.19837
45454716656.0374
39664271249.119156
32969426177.947323
37720634353.19031
30857109646.20932
36836511908.68564
31781614581.426266
32426989321.41862
39627164276.630554
37097449497.83316
38028456644.53366
41014540482.80154
47866555235.27261
41894502191.260574
34560616888.44341
39771138480.756516
33249770628.793396
38834026090.7564
33448127351.29538
34506232247.242874
41926399752.39407
39867998717.63922
40431298693.48245
43442966812.781944
50781571154.49168
44110841369.78841
35968939004.08493
41937281350.848114
35729603277.182495
40926566389.33057
35484718487.00287
37553610520.50135
44980486151.113884
42737883387.71025
43500716130.83571
46200719646.42318
53319832424.778725
46410700955.95877
37270824821.46524
43600641726.31531
36793584151.38219
42984190470.31364
36831586955.8153
37601743443.51088
46324786002.26549
43496750694.64528
44102035893.70816
46865146736.4204
53304751879.43782
46726967843.21515
26046182171.76443
34221684603.860905
33475191241.012608
35417187193.59284
31856713744.225418
33058276997.942192
41604184710.85206
38932605815.494705
40607994114.65299
43846473296.22776
50786873970.12534
45301652517.34644
37410642535.194595
43431444121.32496
36296045033.30508
41807462140.575356
36158643093.871605
34264918047.894245
41343026347.955185
39104830568.2407
39696826885.851715
45581563911.991844
50408866854.73061
45996699228.1203
38220232611.045105
44048978017.82829
36874777943.35838
41912941044.98116
36438439855.9933
37771858108.69087
46112278531.55933
42798604660.08233
44319200841.39601
47068067531.6255
53272000942.85006
46854379770.490074
38788924561.15155
45002342752.30053
38087352287.824486
43315741694.06416
37661169792.92998
38028516083.620026
47561046822.64852
44696681496.31149
46101774795.86862
48872527806.82794
55156895038.85301
48921747615.98817
40398326983.14533
46260027117.66954
39597185748.85687
44932289543.368965
39272563424.317024
38947087724.32292
49906228712.173096
46439049154.50642
48409926134.587074
51027840026.25382
57214306837.38477
50855050602.18735
41840221568.461174
47899463260.874344
41480156565.85098
47250010574.99237
40745379071.49036
39724631641.324005
51248167982.46616
47424285976.218
50093215586.58304
52838163542.76138
58632472490.293434
52042490704.41862
43396481201.59457
49193605014.430954
42887843956.96309
46783401010.07081
41964945999.90254
44625447996.95066
49366776546.90978
48006063016.62306
49336870195.16954
52993312295.12418
54140287116.48717
52847104879.610466
39131153592.202866
45877184208.03403
42472602499.60898
44809208178.10072
40382002462.63976
39562503041.962204
46928636171.957535
45589358923.60387
48134451443.173996
51090658649.24482
56883018843.87386
49045028526.76064
42089959135.47769
45465364743.795
39585463511.89565
44607123775.75377
38394877383.73601
38234956521.86781
47749655534.98645
43134511919.733696
46663342546.90918
49119068400.12777
56572262809.05344
48985504527.41394
42027042862.55909
45544877258.756836
40010745929.196625
44940220415.749825
38735251066.162895
38487203267.458786
48373901802.60014
43791475158.74294
47304787938.72783
50334478838.14335
57456822555.4078
49794929022.95243
42909509503.94356
46369399282.23233
40545200965.55615
45919080272.62413
40012698927.74866
39566910025.65136
49680445096.96215
45085565964.51123
48957746474.08094
51696512765.27721
58390028948.30385
50777295785.92233
43579566324.54947
47316658773.40496
41733103843.53127
46510838833.88968
41319148817.832085
39861774596.16688
50682685743.02349
46277451261.27288
50600982473.164154
53432579880.31731
59267409302.15498
