"PASSENGERS","DISTANCE","AIRLINE_ID","YEAR","MONTH",
0.00,792.00,19977,1999,2,
0.00,315.00,20374,1999,2,
0.00,67.00,20374,1999,2,
0.00,67.00,19977,1999,2,
0.00,1670.00,20436,1999,2,
0.00,934.00,19977,1999,2,
0.00,1805.00,19704,1999,2,
0.00,725.00,20436,1999,2,
0.00,45.00,20374,1999,2,
0.00,124.00,20374,1999,2,
0.00,488.00,20374,1999,2,
0.00,488.00,19977,1999,2,
0.00,397.00,20447,1999,2,
0.00,446.00,20374,1999,2,
0.00,3385.00,20193,1999,2,
0.00,2345.00,20173,1999,2,
0.00,2846.00,20193,1999,2,
0.00,1973.00,19994,1999,2,
0.00,1269.00,20436,1999,2,
0.00,1838.00,19977,1999,2,
0.00,1199.00,20095,1999,2,
0.00,781.00,19977,1999,2,
0.00,1747.00,20436,1999,2,
0.00,1946.00,20436,1999,2,
0.00,481.00,19977,1999,2,
0.00,2139.00,20436,1999,2,
0.00,25.00,20046,1999,2,
0.00,87.00,20046,1999,2,
0.00,157.00,20170,1999,2,
0.00,143.00,19704,1999,2,
0.00,143.00,19991,1999,2,
0.00,873.00,19704,1999,2,
0.00,1471.00,19704,1999,2,
0.00,793.00,19977,1999,2,
0.00,246.00,20355,1999,2,
0.00,2026.00,19977,1999,2,
0.00,1134.00,20147,1999,2,
0.00,250.00,20374,1999,2,
0.00,324.00,19393,1999,2,
0.00,717.00,19977,1999,2,
0.00,1795.00,19977,1999,2,
0.00,679.00,19977,1999,2,
0.00,631.00,19386,1999,2,
0.00,70.00,20170,1999,2,
0.00,1006.00,19704,1999,2,
0.00,631.00,19977,1999,2,
0.00,287.00,20046,1999,2,
0.00,523.00,19977,1999,2,
0.00,1597.00,19977,1999,2,
0.00,1333.00,19977,1999,2,
0.00,2693.00,19977,1999,2,
0.00,49.00,19704,1999,2,
0.00,79.00,19704,1999,2,
0.00,50.00,20357,1999,2,
0.00,128.00,19704,1999,2,
0.00,258.00,19704,1999,2,
0.00,1718.00,19977,1999,2,
0.00,410.00,19977,1999,2,
0.00,354.00,20355,1999,2,
0.00,1185.00,19805,1999,2,
0.00,473.00,20355,1999,2,
0.00,279.00,19977,1999,2,
0.00,1353.00,19977,1999,2,
0.00,121.00,20374,1999,2,
0.00,1670.00,20436,1999,2,
0.00,288.00,20355,1999,2,
0.00,658.00,20436,1999,2,
0.00,45.00,19977,1999,2,
0.00,2329.00,20436,1999,2,
0.00,967.00,19704,1999,2,
0.00,946.00,19977,1999,2,
0.00,1025.00,19977,1999,2,
0.00,90.00,19977,1999,2,
0.00,684.00,19977,1999,2,
0.00,2457.00,20436,1999,2,
0.00,1864.00,20436,1999,2,
0.00,616.00,19385,1999,2,
0.00,112.00,20408,1999,2,
0.00,173.00,20408,1999,2,
0.00,0.00,20147,1999,2,
0.00,404.00,20374,1999,2,
0.00,695.00,19704,1999,2,
0.00,729.00,19704,1999,2,
0.00,316.00,20147,1999,2,
0.00,2021.00,19393,1999,2,
0.00,2372.00,20447,1999,2,
0.00,809.00,19977,1999,2,
0.00,651.00,19704,1999,2,
0.00,652.00,19977,1999,2,
0.00,155.00,19393,1999,2,
0.00,299.00,19991,1999,2,
0.00,296.00,19991,1999,2,
0.00,2034.00,19977,1999,2,
0.00,802.00,19704,1999,2,
0.00,755.00,19704,1999,2,
0.00,2462.00,19994,1999,2,
0.00,1221.00,19704,1999,2,
0.00,72.00,19704,1999,2,
0.00,1464.00,19977,1999,2,
0.00,1638.00,19704,1999,2,
0.00,1638.00,19977,1999,2,
0.00,1067.00,19977,1999,2,
0.00,139.00,20447,1999,2,
0.00,735.00,19393,1999,2,
0.00,403.00,19704,1999,2,
0.00,3110.00,19977,1999,2,
0.00,64.00,20374,1999,2,
0.00,318.00,20147,1999,2,
0.00,264.00,20147,1999,2,
0.00,258.00,20147,1999,2,
0.00,461.00,19977,1999,2,
0.00,2036.00,19977,1999,2,
0.00,1246.00,19393,1999,2,
0.00,1013.00,20400,1999,2,
0.00,396.00,20400,1999,2,
0.00,284.00,20400,1999,2,
0.00,240.00,20400,1999,2,
0.00,1835.00,20400,1999,2,
0.00,543.00,20400,1999,2,
0.00,1671.00,19977,1999,2,
0.00,411.00,19977,1999,2,
0.00,2105.00,19977,1999,2,
0.00,802.00,19704,1999,3,
0.00,1013.00,19704,1999,3,
0.00,1045.00,20357,1999,3,
0.00,1045.00,20173,1999,3,
0.00,1045.00,20151,1999,3,
0.00,1045.00,20218,1999,3,
0.00,38.00,20191,1999,3,
0.00,238.00,20147,1999,3,
0.00,622.00,19991,1999,3,
0.00,426.00,19991,1999,3,
0.00,67.00,20355,1999,3,
0.00,981.00,20436,1999,3,
0.00,2518.00,19704,1999,3,
0.00,1050.00,19704,1999,3,
0.00,596.00,20374,1999,3,
0.00,1148.00,20436,1999,3,
0.00,1276.00,20436,1999,3,
0.00,1399.00,20436,1999,3,
0.00,1399.00,19704,1999,3,
0.00,1589.00,20436,1999,3,
0.00,991.00,20436,1999,3,
0.00,305.00,19704,1999,3,
0.00,1903.00,19977,1999,3,
0.00,1088.00,19704,1999,3,
0.00,487.00,19991,1999,3,
0.00,382.00,19977,1999,3,
0.00,445.00,19977,1999,3,
0.00,337.00,19991,1999,3,
0.00,11.00,19977,1999,3,
0.00,371.00,19977,1999,3,
0.00,100.00,19977,1999,3,
0.00,175.00,19704,1999,3,
0.00,175.00,19977,1999,3,
0.00,563.00,19393,1999,3,
0.00,1248.00,19994,1999,3,
0.00,1030.00,20218,1999,3,
0.00,1199.00,19386,1999,3,
0.00,1282.00,20436,1999,3,
0.00,651.00,19393,1999,3,
0.00,265.00,19991,1999,3,
0.00,1099.00,20436,1999,3,
0.00,1330.00,20436,1999,3,
0.00,1148.00,20436,1999,3,
0.00,1148.00,19977,1999,3,
0.00,152.00,19393,1999,3,
0.00,1313.00,20436,1999,3,
0.00,1433.00,20436,1999,3,
0.00,839.00,20436,1999,3,
0.00,1370.00,19977,1999,3,
0.00,44.00,19393,1999,3,
0.00,47.00,19977,1999,3,
0.00,65.00,19977,1999,3,
0.00,95.00,20166,1999,3,
