"PASSENGERS","DISTANCE","AIRLINE_ID","YEAR","MONTH",
0.00,624.00,19386,1993,1,
0.00,1347.00,19393,1993,1,
0.00,625.00,19393,1993,1,
0.00,240.00,19704,1993,1,
0.00,95.00,19790,1993,1,
0.00,1146.00,19977,1993,1,
0.00,706.00,19393,1993,1,
0.00,630.00,19393,1993,1,
0.00,1145.00,19704,1993,1,
0.00,1215.00,19393,1993,1,
0.00,1481.00,19704,1993,1,
0.00,790.00,19393,1993,1,
0.00,357.00,19393,1993,1,
0.00,525.00,19991,1993,1,
0.00,1148.00,19393,1993,1,
0.00,1167.00,19393,1993,1,
0.00,1428.00,19393,1993,1,
0.00,1455.00,19393,1993,1,
0.00,653.00,19393,1993,1,
0.00,667.00,19393,1993,1,
0.00,649.00,19704,1993,1,
0.00,1250.00,19393,1993,1,
0.00,1237.00,19393,1993,1,
0.00,563.00,19393,1993,1,
0.00,670.00,19393,1993,1,
0.00,670.00,19704,1993,1,
0.00,981.00,19393,1993,1,
0.00,681.00,19704,1993,1,
0.00,2593.00,19977,1993,1,
0.00,1999.00,19977,1993,1,
0.00,122.00,19977,1993,1,
0.00,115.00,19977,1993,1,
0.00,169.00,20019,1993,1,
0.00,213.00,19704,1993,1,
0.00,21.00,19977,1993,1,
0.00,17.00,19977,1993,1,
0.00,1086.00,19704,1993,1,
0.00,284.00,19977,1993,1,
0.00,2292.00,19704,1993,1,
0.00,2334.00,19977,1993,1,
0.00,1228.00,19977,1993,1,
0.00,2082.00,19386,1993,1,
0.00,659.00,19977,1993,1,
0.00,726.00,19977,1993,1,
0.00,306.00,19704,1993,1,
0.00,228.00,20355,1993,1,
0.00,594.00,19805,1993,1,
0.00,951.00,19393,1993,1,
0.00,1047.00,19393,1993,1,
0.00,405.00,19991,1993,1,
0.00,16.00,19991,1993,1,
0.00,1751.00,19991,1993,1,
0.00,1680.00,19393,1993,1,
0.00,1854.00,19393,1993,1,
0.00,787.00,19790,1993,1,
0.00,622.00,19977,1993,1,
0.00,349.00,19977,1993,1,
0.00,1050.00,19704,1993,1,
0.00,980.00,20173,1993,1,
0.00,1327.00,19977,1993,1,
0.00,1086.00,19704,1993,1,
0.00,21.00,19704,1993,1,
0.00,2519.00,19977,1993,1,
0.00,1252.00,19977,1993,1,
0.00,193.00,19952,1993,1,
0.00,1182.00,19977,1993,1,
0.00,1045.00,19812,1993,1,
0.00,1045.00,20151,1993,1,
0.00,860.00,19977,1993,1,
0.00,924.00,19704,1993,1,
0.00,908.00,19991,1993,1,
0.00,107.00,20046,1993,1,
0.00,635.00,19977,1993,1,
0.00,984.00,19704,1993,1,
0.00,81.00,19991,1993,1,
0.00,74.00,19386,1993,1,
0.00,67.00,19704,1993,1,
0.00,1694.00,19704,1993,1,
0.00,796.00,19704,1993,1,
0.00,1894.00,19704,1993,1,
0.00,69.00,20046,1993,1,
0.00,266.00,19977,1993,1,
0.00,734.00,19977,1993,1,
0.00,852.00,19790,1993,1,
0.00,759.00,19393,1993,1,
0.00,806.00,19393,1993,1,
0.00,465.00,19393,1993,1,
0.00,700.00,19977,1993,1,
0.00,946.00,19393,1993,1,
0.00,513.00,19704,1993,1,
0.00,346.00,19393,1993,1,
0.00,722.00,19393,1993,1,
0.00,1903.00,19393,1993,1,
0.00,841.00,19805,1993,1,
0.00,1625.00,19393,1993,1,
0.00,1301.00,19977,1993,1,
0.00,1599.00,19393,1993,1,
0.00,621.00,19790,1993,1,
0.00,1428.00,19805,1993,1,
0.00,174.00,19704,1993,1,
0.00,521.00,20355,1993,1,
0.00,1492.00,19393,1993,1,
0.00,1959.00,19393,1993,1,
0.00,1468.00,19393,1993,1,
0.00,1638.00,19393,1993,1,
0.00,1375.00,19393,1993,1,
0.00,11.00,19977,1993,1,
0.00,30.00,19805,1993,1,
0.00,1725.00,19393,1993,1,
0.00,4184.00,19977,1993,1,
0.00,510.00,19393,1993,1,
0.00,351.00,19393,1993,1,
0.00,948.00,19393,1993,1,
0.00,175.00,19977,1993,1,
0.00,828.00,19977,1993,1,
0.00,395.00,19393,1993,1,
0.00,987.00,19393,1993,1,
0.00,308.00,19393,1993,1,
0.00,695.00,19977,1993,1,
0.00,1010.00,19805,1993,1,
0.00,407.00,19704,1993,1,
0.00,291.00,20263,1993,1,
0.00,621.00,19805,1993,1,
0.00,583.00,19704,1993,1,
0.00,163.00,19977,1993,1,
0.00,774.00,19977,1993,1,
0.00,796.00,19704,1993,1,
0.00,282.00,19704,1993,1,
0.00,1351.00,19977,1993,1,
0.00,1769.00,19393,1993,1,
0.00,1751.00,19393,1993,1,
0.00,2567.00,19704,1993,1,
0.00,1950.00,19393,1993,1,
0.00,789.00,19977,1993,1,
0.00,1268.00,19393,1993,1,
0.00,1298.00,19977,1993,1,
0.00,47.00,19704,1993,1,
0.00,907.00,19393,1993,1,
0.00,1317.00,19393,1993,1,
0.00,1706.00,19393,1993,1,
0.00,2297.00,19977,1993,1,
0.00,1625.00,19393,1993,1,
0.00,1140.00,19393,1993,1,
0.00,94.00,19977,1993,1,
0.00,94.00,19704,1993,1,
0.00,94.00,19704,1993,1,
0.00,30.00,19977,1993,1,
0.00,1060.00,19977,1993,1,
0.00,116.00,20046,1993,1,
0.00,877.00,20046,1993,1,
0.00,802.00,19704,1993,1,
0.00,177.00,20046,1993,1,
0.00,925.00,19704,1993,1,
0.00,119.00,20046,1993,1,
0.00,693.00,19704,1993,1,
0.00,0.00,20046,1993,1,
0.00,642.00,19805,1993,1,
0.00,1723.00,19790,1993,1,
0.00,226.00,20046,1993,1,
0.00,1209.00,19977,1993,1,
0.00,75.00,20046,1993,1,
0.00,784.00,19977,1993,1,
0.00,19.00,20046,1993,1,
0.00,2484.00,19977,1993,1,
0.00,142.00,19704,1993,1,
0.00,670.00,19977,1993,1,
0.00,2383.00,19977,1993,1,
0.00,129.00,19977,1993,1,
0.00,212.00,20393,1993,1,
0.00,81.00,19704,1993,1,
0.00,81.00,19386,1993,1,
0.00,1626.00,19704,1993,1,
0.00,2213.00,19977,1993,1,
0.00,947.00,19393,1993,1,
0.00,1671.00,19393,1993,1,
0.00,993.00,19393,1993,1,
0.00,256.00,19704,1993,1,
0.00,370.00,19977,1993,1,
0.00,1136.00,19393,1993,1,
