Months_After_9/11,jan,feb,mar,apr,may,jun,jul,aug,sept,oct,nov,dec,Gulf_War_Recession,Leap_Feb,Great_Recession,Thanksgiving_n,Thanksgiving_d,Unemployement,Labor_Force,RPMs,Date,CPG,9/11,Avg,Avgd,MSC
37,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5.5,147793.0,45983729421,10/2004,1.52,0.0,0.0,0.0,0
38,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,5.4,148162.0,43702146771,11/2004,1.35,0.0,0.0,0.0,0
39,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5.4,148059.0,45315266126,12/2004,1.22,0.0,0.0,0.0,0
40,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.3,148029.0,41633797817,1/2005,1.33,0.0,0.0,0.0,0
41,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.4,148364.0,40243024296,2/2005,1.33,0.0,0.0,0.0,0
42,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.2,148391.0,50814464331,3/2005,1.56,0.0,0.0,0.0,0
43,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5.2,148926.0,47069967552,4/2005,1.57,0.0,0.0,0.0,0
44,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5.1,149261.0,49077424957,5/2005,1.47,0.0,0.0,0.0,0
45,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5.0,149238.0,52273825681,6/2005,1.65,0.0,0.0,0.0,0
46,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5.0,149432.0,55440445598,7/2005,1.67,0.0,0.0,0.0,0
47,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4.9,149779.0,52490293711,8/2005,1.87,0.0,0.0,0.0,0
48,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5.0,149954.0,43535331427,9/2005,2.23,0.0,0.0,0.0,0
49,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5.0,150001.0,45981014478,10/2005,2.4,0.0,0.0,0.0,0
50,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,5.0,150065.0,45170196499,11/2005,1.7,0.0,0.0,0.0,0
51,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4.9,150030.0,46229995992,12/2005,1.73,0.0,0.0,0.0,0
52,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7,150214.0,42974178250,1/2006,1.82,0.0,0.0,0.0,0
53,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,150641.0,40927018576,2/2006,1.75,0.0,0.0,0.0,0
54,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7,150813.0,50709568090,3/2006,1.88,0.0,0.0,0.0,0
55,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7,150881.0,48802946205,4/2006,2.07,0.0,0.0,0.0,0
56,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.6,151069.0,49262163333,5/2006,2.07,0.0,0.0,0.0,0
57,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.6,151354.0,52150470923,6/2006,2.08,0.0,0.0,0.0,0
58,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4.7,151377.0,54429906475,7/2006,2.15,0.0,0.0,0.0,0
59,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4.7,151716.0,51962978202,8/2006,2.13,0.0,0.0,0.0,0
60,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4.5,151662.0,43100219955,9/2006,1.81,0.0,0.0,0.0,0
61,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4.4,152041.0,47134957927,10/2006,1.74,0.0,0.0,0.0,0
62,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4.5,152406.0,45978943385,11/2006,1.73,0.0,0.0,0.0,0
63,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4.4,152732.0,46633378532,12/2006,1.81,0.0,0.0,0.0,0
64,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6,153144.0,43803162203,1/2007,1.65,0.0,0.0,0.0,0
65,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,152983.0,41265603575,2/2007,1.74,0.0,0.0,0.0,0
66,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.4,153051.0,51499266359,3/2007,1.85,0.0,0.0,0.0,0
67,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,152435.0,49765603876,4/2007,2.04,0.0,0.0,0.0,0
68,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.4,152670.0,50966364613,5/2007,2.04,0.0,0.0,0.0,0
69,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.6,153041.0,53946375068,6/2007,2.1,0.0,0.0,0.0,0
70,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4.7,153054.0,56463348110,7/2007,2.14,0.0,0.0,0.0,0
71,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4.6,152749.0,55571832029,8/2007,2.09,0.0,0.0,0.0,0
72,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4.7,153414.0,45220472205,9/2007,2.27,0.0,0.0,0.0,0
73,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4.7,153183.0,49041969335,10/2007,2.37,0.0,0.0,0.0,0
74,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4.7,153835.0,47252475927,11/2007,2.67,0.0,0.0,0.0,0
75,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,5.0,153918.0,46922628512,12/2007,2.6,0.0,0.0,0.0,0
76,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5.0,154063.0,44205123014,1/2008,2.61,0.0,0.0,0.0,0
77,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4.9,153653.0,43379603730,2/2008,2.73,0.0,0.0,0.0,0
78,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5.1,153908.0,51958177387,3/2008,3.12,0.0,0.0,0.0,0
79,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,5.0,153769.0,48135908333,4/2008,3.37,0.0,0.0,0.0,0
80,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,5.4,154303.0,50173845491,5/2008,3.74,0.0,0.0,0.0,0
81,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,5.6,154313.0,52407897391,6/2008,3.88,0.0,0.0,0.0,0
82,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,5.8,154469.0,54496410199,7/2008,3.89,0.0,0.0,0.0,0
83,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,6.1,154641.0,52517103481,8/2008,3.27,0.0,0.0,0.0,0
84,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,6.1,154570.0,40977755815,9/2008,3.38,0.0,0.0,0.0,0
85,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,6.5,154876.0,44882206973,10/2008,2.32,0.0,0.0,0.0,0
86,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,6.8,154639.0,40561801462,11/2008,1.88,0.0,0.0,0.0,0
87,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,7.3,154655.0,43697973888,12/2008,1.38,0.0,0.0,0.0,0
88,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7.8,154210.0,39266959614,1/2009,1.47,0.0,0.0,0.0,0
89,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8.3,154538.0,37602652288,2/2009,1.26,0.0,0.0,0.0,0
90,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8.7,154133.0,46467038042,3/2009,1.27,0.0,0.0,0.0,0
91,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,9.0,154509.0,45362251582,4/2009,1.37,0.0,0.0,0.0,0
92,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,9.4,154747.0,45902528806,5/2009,1.49,0.0,0.0,0.0,0
93,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,9.5,154716.0,49150946351,6/2009,1.81,0.0,0.0,0.0,0
94,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9.5,154502.0,52548244144,7/2009,1.71,0.0,0.0,0.0,0
95,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9.6,154307.0,50330323920,8/2009,1.89,0.0,0.0,0.0,0
96,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9.8,153827.0,41631002164,9/2009,1.75,0.0,0.0,0.0,0
97,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10.0,153784.0,44769455546,10/2009,1.94,0.0,0.0,0.0,0
98,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,9.9,153878.0,41572471501,11/2009,1.99,0.0,0.0,0.0,0
99,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9.9,153111.0,43621999367,12/2009,1.98,0.0,0.0,0.0,0
100,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.8,153484.0,40265623201,1/2010,2.05,0.0,0.0,0.0,0
101,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.8,153694.0,36962194326,2/2010,1.99,0.0,0.0,0.0,0
102,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.9,153954.0,47579821776,3/2010,2.11,0.0,0.0,0.0,0
103,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9.9,154622.0,45632960416,4/2010,2.24,0.0,0.0,0.0,0
104,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9.6,154091.0,46862712005,5/2010,2.06,0.0,0.0,0.0,0
105,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9.4,153616.0,50257354056,6/2010,2.06,0.0,0.0,0.0,0
106,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9.4,153691.0,52946940864,7/2010,2.02,0.0,0.0,0.0,0
107,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9.5,154086.0,51309692281,8/2010,2.08,0.0,0.0,0.0,0
108,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9.5,153975.0,43646753208,9/2010,2.11,0.0,0.0,0.0,0
109,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9.4,153635.0,47258221815,10/2010,2.25,0.0,0.0,0.0,0
110,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,9.8,154125.0,44362680200,11/2010,2.32,0.0,0.0,0.0,0
111,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9.3,153650.0,45052743967,12/2010,2.45,0.0,0.0,0.0,0
112,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.1,153263.0,41132772477,1/2011,2.62,0.0,0.0,0.0,0
113,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.0,153214.0,38245413142,2/2011,2.84,0.0,0.0,0.0,0
114,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.0,153376.0,48963295806,3/2011,3.13,0.0,0.0,0.0,0
115,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9.1,153543.0,46521907236,4/2011,3.27,0.0,0.0,0.0,0
116,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9.0,153479.0,48916411419,5/2011,3.09,0.0,0.0,0.0,0
117,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9.1,153346.0,51409784015,6/2011,3.05,0.0,0.0,0.0,0
118,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9.0,153288.0,54313166653,7/2011,3.13,0.0,0.0,0.0,0
119,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9.0,153760.0,51393161316,8/2011,3.01,0.0,0.0,0.0,0
120,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9.0,154131.0,44433001091,9/2011,2.95,0.0,0.0,0.0,0
121,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8.8,153961.0,46823009443,10/2011,2.97,0.0,0.0,0.0,0
122,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,8.6,154128.0,44734349878,11/2011,3.05,0.0,0.0,0.0,0
123,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8.5,153995.0,45602412375,12/2011,2.87,0.0,0.0,0.0,0
124,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.3,154381.0,41562179702,1/2012,3.09,0.0,0.0,0.0,0
125,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8.3,154671.0,40406646232,2/2012,3.21,0.0,0.0,0.0,0
126,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.2,154749.0,49646258005,3/2012,3.26,0.0,0.0,0.0,0
127,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8.2,154545.0,47194451485,4/2012,3.23,0.0,0.0,0.0,0
128,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8.2,154866.0,48973925337,5/2012,2.97,0.0,0.0,0.0,0
129,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8.2,155083.0,51856046718,6/2012,2.68,0.0,0.0,0.0,0
130,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8.2,154948.0,54093557916,7/2012,2.89,0.0,0.0,0.0,0
131,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8.1,154763.0,52760357291,8/2012,3.16,0.0,0.0,0.0,0
132,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7.8,155160.0,43852317522,9/2012,3.19,0.0,0.0,0.0,0
133,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7.8,155554.0,46657007739,10/2012,3.11,0.0,0.0,0.0,0
134,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,7.7,155338.0,45165348039,11/2012,2.96,0.0,0.0,0.0,0
135,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7.9,155628.0,45798539279,12/2012,2.94,0.0,0.0,0.0,0
136,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.0,155763.0,42692071922,1/2013,3.09,0.0,0.0,0.0,0
137,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.7,155312.0,40317154679,2/2013,3.22,0.0,0.0,0.0,0
138,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.5,155005.0,50533823287,3/2013,2.97,0.0,0.0,0.0,0
139,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7.6,155394.0,47225596610,4/2013,2.81,0.0,0.0,0.0,0
140,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7.5,155536.0,50023006871,5/2013,2.73,0.0,0.0,0.0,0
141,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7.5,155749.0,52664005515,6/2013,2.77,0.0,0.0,0.0,0
142,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7.3,155599.0,54542985084,7/2013,2.89,0.0,0.0,0.0,0
143,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7.2,155605.0,52936998637,8/2013,3.0,0.0,0.0,0.0,0
144,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7.2,155687.0,44605751285,9/2013,2.93,0.0,0.0,0.0,0
145,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7.2,154673.0,47856073318,10/2013,2.89,0.0,0.0,0.0,0
146,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,6.9,155265.0,44398420008,11/2013,2.83,0.0,0.0,0.0,0
147,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6.7,155182.0,49028836446,12/2013,2.96,0.0,0.0,0.0,0
148,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6,155352.0,43480223549,1/2014,2.92,0.0,0.0,0.0,0
149,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7,155483.0,40499145402,2/2014,2.97,0.0,0.0,0.0,0
150,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7,156028.0,51833551234,3/2014,2.89,0.0,0.0,0.0,0
151,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6.2,155369.0,49160210055,4/2014,2.89,0.0,0.0,0.0,0
152,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6.3,155684.0,51418798451,5/2014,2.87,0.0,0.0,0.0,0
153,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6.1,155707.0,53874220297,6/2014,2.88,0.0,0.0,0.0,0
154,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6.2,156007.0,56735294133,7/2014,2.82,0.0,0.0,0.0,0
155,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6.1,156130.0,54531575724,8/2014,2.84,0.0,0.0,0.0,0
156,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5.9,156040.0,46311140054,9/2014,2.73,0.0,0.0,0.0,0
157,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5.7,156417.0,50120091291,10/2014,2.46,0.0,0.0,0.0,0
158,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,5.8,156494.0,46383433268,11/2014,2.3,0.0,0.0,0.0,0
159,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5.6,156332.0,50309218968,12/2014,1.8,0.0,0.0,0.0,0
160,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.7,157030.0,45110322846,1/2015,1.5,0.0,0.0,0.0,0
161,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5,156644.0,42206397024,2/2015,1.77,0.0,0.0,0.0,0
162,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.4,156643.0,53873247261,3/2015,1.63,0.0,0.0,0.0,0
163,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5.4,157060.0,51799528572,4/2015,1.7,0.0,0.0,0.0,0
164,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5.6,157651.0,54146865852,5/2015,1.85,0.0,0.0,0.0,0
165,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5.3,157062.0,56760185061,6/2015,1.73,0.0,0.0,0.0,0
166,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5.2,156997.0,60303633967,7/2015,1.55,0.0,0.0,0.0,0
167,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5.1,157172.0,57700661118,8/2015,1.39,0.0,0.0,0.0,0
168,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5.0,156733.0,49854826332,9/2015,1.4,0.0,0.0,0.0,0
169,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5.0,157167.0,54071780960,10/2015,1.39,0.0,0.0,0.0,0
170,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,5.1,157463.0,50915494282,11/2015,1.33,0.0,0.0,0.0,0
171,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5.0,158035.0,53104301690,12/2015,1.08,0.0,0.0,0.0,0
172,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.9,158342.0,48058489936,1/2016,0.93,0.0,0.0,0.0,0
173,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4.9,158653.0,46418725449,2/2016,0.97,0.0,0.0,0.0,0
174,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,159103.0,56672415865,3/2016,1.07,0.0,0.0,0.0,0
175,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,158981.0,53510278311,4/2016,1.15,0.0,0.0,0.0,0
176,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.8,158787.0,56863230405,5/2016,1.3,0.0,0.0,0.0,0
177,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.9,158973.0,60191054460,6/2016,1.38,0.0,0.0,0.0,0
178,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4.8,159123.0,62232769835,7/2016,1.27,0.0,0.0,0.0,0
179,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4.9,159579.0,59037335327,8/2016,1.3,0.0,0.0,0.0,0
180,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5.0,159817.0,52677191991,9/2016,1.32,0.0,0.0,0.0,0
181,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4.9,159734.0,55322207318,10/2016,1.46,0.0,0.0,0.0,0
182,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,4.7,159551.0,53272376087,11/2016,1.36,0.0,0.0,0.0,0
183,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4.7,159710.0,54790128135,12/2016,1.49,0.0,0.0,0.0,0
184,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7,159647.0,50133735954,1/2017,1.51,0.0,0.0,0.0,0
185,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6,159767.0,46496767254,2/2017,1.55,0.0,0.0,0.0,0
186,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.4,160066.0,58786617167,3/2017,1.45,0.0,0.0,0.0,0
187,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.4,160309.0,56261698863,4/2017,1.51,0.0,0.0,0.0,0
188,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.4,160060.0,58964299913,5/2017,1.41,0.0,0.0,0.0,0
189,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.3,160232.0,62379474159,6/2017,1.3,0.0,0.0,0.0,0
190,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4.3,160339.0,64891508343,7/2017,1.42,0.0,0.0,0.0,0
191,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4.4,160690.0,62438180269,8/2017,1.56,0.0,0.0,0.0,0
192,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4.2,161212.0,51895974238,9/2017,1.8,0.0,0.0,0.0,0
193,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4.1,160378.0,58293041012,10/2017,1.66,0.0,0.0,0.0,0
194,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4.2,160510.0,55933348472,11/2017,1.76,0.0,0.0,0.0,0
195,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4.1,160538.0,56955892029,12/2017,1.82,0.0,0.0,0.0,0
196,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.1,161068.0,51715107148,1/2018,1.95,0.0,0.0,0.0,0
197,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.1,161783.0,49477939186,2/2018,1.85,0.0,0.0,0.0,0
198,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,161684.0,61729296902,3/2018,1.86,0.0,0.0,0.0,0
199,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,161742.0,59346312624,4/2018,2.02,0.0,0.0,0.0,0
200,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.8,161874.0,62413736881,5/2018,2.16,0.0,0.0,0.0,0
201,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.0,162269.0,66050695199,6/2018,2.09,0.0,0.0,0.0,0
202,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.8,162173.0,69033845565,7/2018,2.1,0.0,0.0,0.0,0
203,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.8,161768.0,66025874648,8/2018,2.12,0.0,0.0,0.0,0
204,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.7,162078.0,55486528023,9/2018,2.19,0.0,0.0,0.0,0
205,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3.8,162605.0,61065685975,10/2018,2.25,0.0,0.0,0.0,0
206,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3.7,162662.0,58865417306,11/2018,1.95,0.0,0.0,0.0,0
207,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.9,163111.0,59501974125,12/2018,1.7,0.0,0.0,0.0,0
208,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,163142.0,54370838384,1/2019,1.78,0.0,0.0,0.0,0
209,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,163047.0,51401866863,2/2019,1.91,0.0,0.0,0.0,0
210,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,162935.0,65410585793,3/2019,1.9,0.0,0.0,0.0,0
211,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6,162546.0,61931712216,4/2019,1.98,0.0,0.0,0.0,0
212,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.6,162782.0,65793359873,5/2019,1.97,0.0,0.0,0.0,0
213,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.7,163133.0,68357283258,6/2019,1.82,0.0,0.0,0.0,0
214,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.7,163373.0,71230170772,7/2019,1.91,0.0,0.0,0.0,0
215,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.7,163894.0,68125369920,8/2019,1.8,0.0,0.0,0.0,0
216,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.5,164051.0,58272961361,9/2019,1.88,0.0,0.0,0.0,0
217,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3.6,164401.0,63393387515,10/2019,1.86,0.0,0.0,0.0,0
218,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3.5,164347.0,59253230565,11/2019,1.82,0.0,0.0,0.0,0
219,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.5,164556.0,65346264617,12/2019,1.89,0.0,0.0,0.0,0
220,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6,164606.0,57685825985,1/2020,1.78,0.0,0.2258064516129032,0.0,0
221,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3.5,164546.0,55382246128,2/2020,1.51,0.0,0.5862068965517241,0.4137931034482759,0
223,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.4,162913.0,32536517473,3/2020,0.95,0.0,6002.4838709677415,250.3593548387097,0
224,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14.7,156481.0,2205140000,4/2020,0.61,0.0,29211.5,1997.252333333333,1
225,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13.3,158227.0,4589080000,5/2020,0.69,0.0,23394.645161290322,1145.8709677419354,2
226,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,13.0,161878.4,8686560000,6/2020,1.05,0.0,26153.4,298.6645,3
